Customer_ID,Spending_Score,Gender_Male,City_Houston,City_Los Angeles,City_New York,Membership_Platinum,Membership_Silver
182,24,True,False,False,True,False,False
183,80,True,False,False,False,True,False
184,49,True,False,False,False,False,False
185,26,False,True,False,False,True,False
186,91,True,False,False,True,False,False
187,37,True,False,True,False,False,True
188,68,False,True,False,False,False,False
189,50,True,True,False,False,False,False
190,24,True,True,False,False,True,False
191,19,False,False,True,False,False,False
192,60,True,True,False,False,False,True
193,39,False,False,True,False,False,True
194,74,False,True,False,False,True,False
195,89,False,False,True,False,False,True
196,18,False,False,False,False,False,False
197,19,True,False,False,False,False,True
198,36,False,False,False,False,True,False
199,74,True,False,False,False,False,False
200,97,True,False,False,False,True,False
