Feature,Target
41.62814070351759,129.01223137991775
41.87437185929648,133.84371717783435
42.12060301507538,145.32973887176564
42.366834170854275,124.64662135253413
42.61306532663317,120.3018343363246
42.85929648241206,119.68274515098096
43.10552763819096,121.15848006491849
43.35175879396985,129.28425928776852
43.597989949748744,134.20548959741265
43.84422110552764,134.29957130988308
44.09045226130654,140.54318927427983
44.33668341708543,133.14006917003536
44.582914572864325,148.28408449016615
44.82914572864322,131.8408688535501
45.07537688442211,162.42782231916254
45.321608040201006,142.22149759825308
45.5678391959799,128.13194202377687
45.814070351758794,126.73328607466524
46.06030150753769,143.0056286750449
46.30653266331659,136.68497013669125
46.55276381909548,146.79829639820738
46.798994974874375,145.12936117035858
47.04522613065327,140.40738926539106
47.29145728643216,133.40643467861244
47.537688442211056,127.46459307977453
47.78391959798995,138.88660927329963
48.030150753768844,152.65444020454126
48.27638190954774,146.97008316994524
48.52261306532664,133.11045140886003
48.76884422110553,148.03834192182842
49.015075376884425,150.89839992794165
49.26130653266332,138.9453452359786
49.50753768844221,150.05986412478194
49.753768844221106,149.84339371712332
50.0,138.57029702169376
